Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan to Value Ration (LVR),Max Loan Term,Max LVR with Mortgage Insurance,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22162,FIXED,4.15%,221623,5.08%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22162,FIXED,4.39%,221624,5.09%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22162,FIXED,4.39%,221625,5.05%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22162,FIXED,5.64%,2216210,5.7%,10 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,4.24%,221611,5.25%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,3.99%,221612,5.13%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,4.15%,221613,5.08%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,4.39%,221614,5.09%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,4.39%,221615,5.05%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22161,FIXED,5.64%,2216110,5.77%,10 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,4.24%,221601,5.25%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,3.99%,221602,5.13%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,4.15%,221603,5.08%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,4.39%,221604,5.09%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,4.39%,221605,5.05%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--22160,FIXED,5.64%,2216010,5.77%,10 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,4.59%,430471,5.74%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,4.34%,430472,5.60%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,4.59%,430473,5.57%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,4.69%,430474,5.53%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,4.69%,430475,5.46%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43047,FIXED,5.89%,4304710,6.10%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,4.59%,430441,5.74%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,4.34%,430442,5.6%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,4.59%,430443,5.57%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,4.69%,430444,5.53%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,4.69%,430445,5.46%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43044,FIXED,5.89%,4304410,6.10%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$1000000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,4.59%,430411,5.74%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,4.34%,430412,5.60%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,4.59%,430413,5.57%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,4.69%,430414,5.53%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,4.69%,430415,5.46%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43041,FIXED,5.89%,4304110,6.10%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,4.59%,430391,5.74%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,4.34%,430392,5.6%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,4.59%,430393,5.57%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,4.69%,430394,5.53%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,4.69%,430395,5.46%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan >80% (Investment),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--43039,FIXED,5.89%,4303910,6.10%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,90%,$150000.00,$249999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,4.24%,324571,5.25%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,3.99%,324572,4.13%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,4.15%,324573,5.08%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,4.39%,324574,5.09%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,4.39%,324575,5.05%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32457,FIXED,5.64%,3245710,5.77%,10 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$1000000.00,$3500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,4.24%,324561,5.25%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,3.99%,324562,5.13%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,4.15%,324563,5.08%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,4.39%,324564,5.09%,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,4.39%,324565,5.05%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32456,FIXED,5.64%,3245610,5.77%,10 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$500000.00,$999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32455,FIXED,4.24%,324551,5.25%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
RAMS,Value Advantage Package Fixed Rate Home Loan <=80% (Owner Occupier),https://www.infochoice.com.au/home-loans/rams/value-advantage-package-fixed-rate-home-loan--32455,FIXED,3.99%,324552,5.13%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$250000.00,$499999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$285.00,$375.00,$0,,
