Company,Product ID,Product,Variation,url,DIV,Intro rate,Intro rate term,Intro rate type,Comparison Rate,Fixed loan revert rate,Application fee,Legal fee,Valuation fee,Settlement fee,Other upfront fee (% of loan),Service fee,Service Term,Discharge fee,Minimum loan amount,Maximum loan amount,Minimum LVR,Maximum LVR,Availability,Repayment Type,Repayment Frequency,Extra repayments,Repayment holidays,Redraw facility,Minimum redraw amount,Split account,Offset account,Other restrictions,Other benefits,Interest Rate,Term,Variation ID
AMP,4185,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4185 clearfix,,0 Months,none,5.40%,5.12%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$100,000","$249,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,4.77%,Fixed 2 year rate,4185 Fixed 2 year rate
AMP,4185,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4185 clearfix,,0 Months,none,5.46%,5.12%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$100,000","$249,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.07%,Fixed 3 year rate,4185 Fixed 3 year rate
AMP,4185,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4185 clearfix,,0 Months,none,5.58%,5.12%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$100,000","$249,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.38%,Fixed 5 year rate,4185 Fixed 5 year rate
AMP,4201,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4201 clearfix,,0 Months,none,5.05%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$250,000","$749,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,4.84%,Fixed 1 year rate,4201 Fixed 1 year rate
AMP,4201,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4201 clearfix,,0 Months,none,5.05%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$250,000","$749,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,4.77%,Fixed 2 year rate,4201 Fixed 2 year rate
AMP,4201,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4201 clearfix,,0 Months,none,5.14%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$250,000","$749,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.07%,Fixed 3 year rate,4201 Fixed 3 year rate
AMP,4201,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4201 clearfix,,0 Months,none,5.33%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$250,000","$749,999",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.38%,Fixed 5 year rate,4201 Fixed 5 year rate
AMP,4202,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4202 clearfix,,0 Months,none,5.05%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$750,000","$2,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,4.84%,Fixed 1 year rate,4202 Fixed 1 year rate
AMP,4202,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4202 clearfix,,0 Months,none,5.05%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$750,000","$2,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,4.77%,Fixed 2 year rate,4202 Fixed 2 year rate
AMP,4202,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4202 clearfix,,0 Months,none,5.14%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$750,000","$2,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.07%,Fixed 3 year rate,4202 Fixed 3 year rate
AMP,4202,Fixed Rate Loan (Professional Package),Fixed Rate Loan (Investment Interest Only) (Professional Package),https://mozo.com.au/home-loans/information/amp/Fixed-Rate-Loan-Professional-Package/3411,fragment product_id_4202 clearfix,,0 Months,none,5.33%,4.68%,$0.00,$295.00,$0.00,$0.00,none,$349.00,yearly,$100.00,"$750,000","$2,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,none,no,none,yes,no,none,none,5.38%,Fixed 5 year rate,4202 Fixed 5 year rate
AMP,73,Classic Variable Rate Loan,Classic Variable Rate Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/amp/Classic-Variable-Rate-Loan/3410,fragment product_id_73 clearfix,n/a,0 Months,none,5.67%,n/a,$350.00,$295.00,$0.00,$250.00,none,$10.00,monthly,$100.00,"$40,000","$2,000,000",none,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes,none,yes,yes,none,none,5.50%,N/A,N/A
AMP,4182,Classic Variable Rate Loan,Classic Variable Rate Loan (Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/amp/Classic-Variable-Rate-Loan/3410,fragment product_id_4182 clearfix,n/a,0 Months,none,6.18%,n/a,$350.00,$295.00,$0.00,$250.00,none,$10.00,monthly,$100.00,"$40,000","$2,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,none,yes,none,yes,yes,none,none,6.01%,N/A,N/A
AMP,2942,Classic Variable Rate Loan,Classic Variable Rate Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/amp/Classic-Variable-Rate-Loan/3410,fragment product_id_2942 clearfix,n/a,0 Months,none,6.64%,n/a,$350.00,$295.00,$0.00,$250.00,none,$10.00,monthly,$100.00,"$40,000","$2,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,none,yes,none,yes,yes,none,none,6.47%,N/A,N/A
AMP,4183,Classic Variable Rate Loan,Classic Variable Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/amp/Classic-Variable-Rate-Loan/3410,fragment product_id_4183 clearfix,n/a,0 Months,none,6.69%,n/a,$350.00,$295.00,$0.00,$250.00,none,$10.00,monthly,$100.00,"$40,000","$2,000,000",none,80.00%,Investor,Interest Only,Weekly Fortnightly Monthly,yes - free,none,yes,none,yes,yes,none,none,6.52%,N/A,N/A
Adelaide Bank,396,SmartFix,SmartFix (Owner Occupier Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_396 clearfix,,0 Months,none,4.67%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.17%,Fixed 1 year rate,396 Fixed 1 year rate
Adelaide Bank,396,SmartFix,SmartFix (Owner Occupier Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_396 clearfix,,0 Months,none,4.68%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.35%,Fixed 2 year rate,396 Fixed 2 year rate
Adelaide Bank,396,SmartFix,SmartFix (Owner Occupier Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_396 clearfix,,0 Months,none,4.70%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.48%,Fixed 3 year rate,396 Fixed 3 year rate
Adelaide Bank,396,SmartFix,SmartFix (Owner Occupier Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_396 clearfix,,0 Months,none,4.74%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.60%,Fixed 4 year rate,396 Fixed 4 year rate
Adelaide Bank,396,SmartFix,SmartFix (Owner Occupier Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_396 clearfix,,0 Months,none,4.79%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.70%,Fixed 5 year rate,396 Fixed 5 year rate
Adelaide Bank,4447,SmartFix,SmartFix (Owner Occupier Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4447 clearfix,,0 Months,none,4.70%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.44%,Fixed 1 year rate,4447 Fixed 1 year rate
Adelaide Bank,4447,SmartFix,SmartFix (Owner Occupier Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4447 clearfix,,0 Months,none,4.68%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.35%,Fixed 2 year rate,4447 Fixed 2 year rate
Adelaide Bank,4447,SmartFix,SmartFix (Owner Occupier Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4447 clearfix,,0 Months,none,4.70%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.48%,Fixed 3 year rate,4447 Fixed 3 year rate
Adelaide Bank,4447,SmartFix,SmartFix (Owner Occupier Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4447 clearfix,,0 Months,none,4.79%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.74%,Fixed 4 year rate,4447 Fixed 4 year rate
Adelaide Bank,4447,SmartFix,SmartFix (Owner Occupier Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4447 clearfix,,0 Months,none,4.83%,4.49%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.79%,Fixed 5 year rate,4447 Fixed 5 year rate
Adelaide Bank,2494,SmartFix,SmartFix (Investment Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_2494 clearfix,,0 Months,none,5.13%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.27%,Fixed 1 year rate,2494 Fixed 1 year rate
Adelaide Bank,2494,SmartFix,SmartFix (Investment Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_2494 clearfix,,0 Months,none,5.10%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.45%,Fixed 2 year rate,2494 Fixed 2 year rate
Adelaide Bank,2494,SmartFix,SmartFix (Investment Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_2494 clearfix,,0 Months,none,5.09%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.58%,Fixed 3 year rate,2494 Fixed 3 year rate
Adelaide Bank,2494,SmartFix,SmartFix (Investment Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_2494 clearfix,,0 Months,none,5.10%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.70%,Fixed 4 year rate,2494 Fixed 4 year rate
Adelaide Bank,2494,SmartFix,SmartFix (Investment Principal & Interest) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_2494 clearfix,,0 Months,none,5.12%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.80%,Fixed 5 year rate,2494 Fixed 5 year rate
Adelaide Bank,4448,SmartFix,SmartFix (Investment Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4448 clearfix,,0 Months,none,5.18%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.74%,Fixed 1 year rate,4448 Fixed 1 year rate
Adelaide Bank,4448,SmartFix,SmartFix (Investment Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4448 clearfix,,0 Months,none,5.14%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.64%,Fixed 2 year rate,4448 Fixed 2 year rate
Adelaide Bank,4448,SmartFix,SmartFix (Investment Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4448 clearfix,,0 Months,none,5.12%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,4.69%,Fixed 3 year rate,4448 Fixed 3 year rate
Adelaide Bank,4448,SmartFix,SmartFix (Investment Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4448 clearfix,,0 Months,none,5.22%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,5.04%,Fixed 4 year rate,4448 Fixed 4 year rate
Adelaide Bank,4448,SmartFix,SmartFix (Investment Interest Only) (Fixed),https://mozo.com.au/home-loans/information/adelaide-bank/SmartFix/4921,fragment product_id_4448 clearfix,,0 Months,none,5.24%,4.99%,$375.00,$0.00,$0.00,$120.00,none,$15.00,monthly,$325.00,"$10,000","$5,000,000",none,70.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes,$500.00,yes,yes,Extra repayment up to $20000 p.a.,none,5.09%,Fixed 5 year rate,4448 Fixed 5 year rate
Adelaide Bank,4760,SmartSaver Fixed,SmartSaver Fixed (Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/adelaide-bank/SmartSaver-Fixed/6502,fragment product_id_4760 clearfix,,0 Months,none,4.41%,4.39%,$375.00,$0.00,$0.00,$120.00,none,$0.00,,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupied,Principal & Interest,Weekly Fortnightly Monthly,Yes maximum $20000 per year,no,yes - free,$1.00,yes,no,none,none,4.17%,Fixed 1 year rate,4760 Fixed 1 year rate
Adelaide Bank,4760,SmartSaver Fixed,SmartSaver Fixed (Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/adelaide-bank/SmartSaver-Fixed/6502,fragment product_id_4760 clearfix,,0 Months,none,4.42%,4.39%,$375.00,$0.00,$0.00,$120.00,none,$0.00,,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupied,Principal & Interest,Weekly Fortnightly Monthly,Yes maximum $20000 per year,no,yes - free,$1.00,yes,no,none,none,4.35%,Fixed 2 year rate,4760 Fixed 2 year rate
Adelaide Bank,4760,SmartSaver Fixed,SmartSaver Fixed (Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/adelaide-bank/SmartSaver-Fixed/6502,fragment product_id_4760 clearfix,,0 Months,none,4.45%,4.39%,$375.00,$0.00,$0.00,$120.00,none,$0.00,,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupied,Principal & Interest,Weekly Fortnightly Monthly,Yes maximum $20000 per year,no,yes - free,$1.00,yes,no,none,none,4.48%,Fixed 3 year rate,4760 Fixed 3 year rate
Adelaide Bank,4760,SmartSaver Fixed,SmartSaver Fixed (Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/adelaide-bank/SmartSaver-Fixed/6502,fragment product_id_4760 clearfix,,0 Months,none,4.50%,4.39%,$375.00,$0.00,$0.00,$120.00,none,$0.00,,$325.00,"$10,000","$5,000,000",none,95.00%,Owner Occupied,Principal & Interest,Weekly Fortnightly Monthly,Yes maximum $20000 per year,no,yes - free,$1.00,yes,no,none,none,4.60%,Fixed 4 year rate,4760 Fixed 4 year rate
